user_id,session_id,event_time,event_type,product_id,category,price,device_type,user_type
582,15,2024-01-31 10:47:00,checkout,1964,Fashion,972,Mobile,Returning
1580,16,2024-01-01 01:31:00,view,1991,Beauty,409,Mobile,New
841,17,2024-02-04 11:20:00,view,1355,Beauty,897,Desktop,New
1837,18,2024-01-08 15:58:00,view,1306,Electronics,725,Mobile,New
1252,19,2024-01-28 20:33:00,view,1020,Home,444,Mobile,New
1720,20,2024-01-20 06:24:00,view,1901,Fashion,254,Mobile,New
1643,21,2024-02-02 07:38:00,view,1697,Fashion,85,Desktop,New
1643,21,2024-02-02 07:41:00,cart,1697,Fashion,85,Desktop,New
1643,21,2024-02-02 07:44:00,checkout,1697,Fashion,85,Desktop,New
596,22,2024-01-17 18:19:00,view,1701,Beauty,435,Mobile,New
1874,23,2024-02-01 10:27:00,view,1147,Electronics,200,Mobile,Returning
1874,23,2024-02-01 10:31:00,cart,1147,Electronics,200,Mobile,Returning
1874,23,2024-02-01 10:33:00,checkout,1147,Electronics,200,Mobile,Returning
1874,23,2024-02-01 10:36:00,purchase,1147,Electronics,200,Mobile,Returning
250,24,2024-01-25 13:58:00,view,1837,Home,771,Mobile,Returning
875,25,2024-01-27 22:01:00,view,1029,Home,634,Mobile,New
1465,26,2024-01-06 01:48:00,view,1054,Fashion,430,Mobile,Returning
1557,27,2024-01-08 01:37:00,view,1104,Electronics,555,Desktop,Returning
1557,27,2024-01-08 01:40:00,cart,1104,Electronics,555,Desktop,Returning
196,28,2024-01-13 04:20:00,view,1148,Electronics,626,Mobile,New
196,28,2024-01-13 04:23:00,cart,1148,Electronics,626,Mobile,New
690,29,2024-01-26 15:18:00,view,1786,Beauty,635,Mobile,New
1953,30,2024-01-01 14:41:00,view,1452,Electronics,216,Mobile,New
1543,31,2024-02-04 16:25:00,view,1753,Fashion,934,Desktop,New
1094,32,2024-01-26 02:35:00,view,1175,Electronics,685,Mobile,New
1094,32,2024-01-26 02:38:00,cart,1175,Electronics,685,Mobile,New
639,33,2024-01-29 21:17:00,view,1201,Home,873,Mobile,New
639,33,2024-01-29 21:18:00,cart,1201,Home,873,Mobile,New
639,33,2024-01-29 21:21:00,checkout,1201,Home,873,Mobile,New
639,33,2024-01-29 21:25:00,purchase,1201,Home,873,Mobile,New
1423,34,2024-02-04 02:51:00,view,1441,Electronics,472,Mobile,New
672,35,2024-01-25 13:06:00,view,1182,Fashion,353,Mobile,Returning
1784,36,2024-02-03 12:48:00,view,1493,Home,19,Mobile,Returning
1227,37,2024-01-23 20:45:00,view,1508,Home,253,Mobile,New
1172,38,2024-02-02 09:10:00,view,1655,Home,639,Mobile,Returning
1496,39,2024-01-27 23:46:00,view,1333,Beauty,248,Mobile,Returning
1679,40,2024-01-29 03:41:00,view,1483,Electronics,978,Mobile,New
944,41,2024-01-03 07:25:00,view,1857,Electronics,255,Mobile,Returning
199,42,2024-01-12 18:52:00,view,1210,Electronics,401,Mobile,Returning
199,42,2024-01-12 18:53:00,cart,1210,Electronics,401,Mobile,Returning
199,42,2024-01-12 18:55:00,checkout,1210,Electronics,401,Mobile,Returning
199,42,2024-01-12 18:57:00,purchase,1210,Electronics,401,Mobile,Returning
1941,43,2024-01-12 08:18:00,view,1619,Fashion,455,Desktop,New
1941,43,2024-01-12 08:22:00,cart,1619,Fashion,455,Desktop,New
1941,43,2024-01-12 08:24:00,checkout,1619,Fashion,455,Desktop,New
1941,43,2024-01-12 08:27:00,purchase,1619,Fashion,455,Desktop,New
1450,44,2024-01-15 17:45:00,view,1756,Fashion,749,Tablet,Returning
1450,44,2024-01-15 17:49:00,cart,1756,Fashion,749,Tablet,Returning
1450,44,2024-01-15 17:53:00,checkout,1756,Fashion,749,Tablet,Returning
1690,45,2024-01-01 21:30:00,view,1260,Beauty,982,Tablet,Returning
492,46,2024-01-09 17:56:00,view,1849,Home,95,Desktop,Returning
1912,47,2024-01-20 23:54:00,view,1709,Beauty,40,Desktop,Returning
896,48,2024-01-26 03:47:00,view,1348,Electronics,994,Desktop,New
896,48,2024-01-26 03:51:00,cart,1348,Electronics,994,Desktop,New
896,48,2024-01-26 03:53:00,checkout,1348,Electronics,994,Desktop,New
896,48,2024-01-26 03:55:00,purchase,1348,Electronics,994,Desktop,New
142,49,2024-01-09 19:12:00,view,1703,Electronics,446,Mobile,New
1337,50,2024-01-03 23:33:00,view,1112,Beauty,932,Desktop,New
1337,50,2024-01-03 23:36:00,cart,1112,Beauty,932,Desktop,New
1337,50,2024-01-03 23:39:00,checkout,1112,Beauty,932,Desktop,New
1337,50,2024-01-03 23:40:00,purchase,1112,Beauty,932,Desktop,New
165,51,2024-01-10 06:58:00,view,1305,Fashion,198,Mobile,New
165,51,2024-01-10 07:01:00,cart,1305,Fashion,198,Mobile,New
165,51,2024-01-10 07:03:00,checkout,1305,Fashion,198,Mobile,New
165,51,2024-01-10 07:05:00,purchase,1305,Fashion,198,Mobile,New
314,52,2024-01-18 09:43:00,view,1199,Electronics,694,Mobile,Returning
21,53,2024-01-30 08:02:00,view,1662,Beauty,806,Desktop,Returning
21,53,2024-01-30 08:03:00,cart,1662,Beauty,806,Desktop,Returning
1106,54,2024-01-27 15:28:00,view,1742,Fashion,458,Mobile,New
1605,55,2024-01-22 22:26:00,view,1706,Fashion,310,Mobile,New
1605,55,2024-01-22 22:28:00,cart,1706,Fashion,310,Mobile,New
1605,55,2024-01-22 22:30:00,checkout,1706,Fashion,310,Mobile,New
1605,55,2024-01-22 22:34:00,purchase,1706,Fashion,310,Mobile,New
1155,56,2024-01-26 13:52:00,view,1261,Beauty,492,Desktop,Returning
1155,56,2024-01-26 13:56:00,cart,1261,Beauty,492,Desktop,Returning
1623,57,2024-01-12 10:04:00,view,1210,Electronics,521,Mobile,New
1754,58,2024-01-23 03:43:00,view,1252,Beauty,726,Mobile,New
1754,58,2024-01-23 03:46:00,cart,1252,Beauty,726,Mobile,New
1957,59,2024-01-14 09:19:00,view,1045,Home,711,Desktop,Returning
984,60,2024-01-31 08:18:00,view,1714,Fashion,314,Desktop,New
305,61,2024-01-27 06:20:00,view,1720,Electronics,254,Mobile,Returning
1939,62,2024-01-05 01:27:00,view,1382,Beauty,848,Mobile,New
371,63,2024-01-24 12:54:00,view,1216,Beauty,10,Mobile,New
371,63,2024-01-24 12:55:00,cart,1216,Beauty,10,Mobile,New
1881,64,2024-01-20 04:14:00,view,1626,Beauty,39,Desktop,Returning
853,65,2024-01-10 18:03:00,view,1491,Fashion,284,Mobile,New
853,65,2024-01-10 18:07:00,cart,1491,Fashion,284,Mobile,New
853,65,2024-01-10 18:10:00,checkout,1491,Fashion,284,Mobile,New
853,65,2024-01-10 18:11:00,purchase,1491,Fashion,284,Mobile,New
384,66,2024-01-10 09:53:00,view,1612,Beauty,599,Mobile,Returning
1932,67,2024-01-17 08:13:00,view,1038,Beauty,551,Mobile,New
1932,67,2024-01-17 08:17:00,cart,1038,Beauty,551,Mobile,New
1932,67,2024-01-17 08:20:00,checkout,1038,Beauty,551,Mobile,New
1932,67,2024-01-17 08:23:00,purchase,1038,Beauty,551,Mobile,New
445,68,2024-01-29 17:29:00,view,1044,Home,932,Mobile,Returning
445,68,2024-01-29 17:32:00,cart,1044,Home,932,Mobile,Returning
445,68,2024-01-29 17:34:00,checkout,1044,Home,932,Mobile,Returning
445,68,2024-01-29 17:36:00,purchase,1044,Home,932,Mobile,Returning
425,69,2024-01-13 17:26:00,view,1113,Fashion,631,Tablet,New
425,69,2024-01-13 17:28:00,cart,1113,Fashion,631,Tablet,New
161,70,2024-02-01 15:49:00,view,1359,Electronics,710,Mobile,New
161,70,2024-02-01 15:51:00,cart,1359,Electronics,710,Mobile,New
161,70,2024-02-01 15:54:00,checkout,1359,Electronics,710,Mobile,New
161,70,2024-02-01 15:58:00,purchase,1359,Electronics,710,Mobile,New
1202,71,2024-01-28 12:35:00,view,1882,Electronics,863,Desktop,New
1202,71,2024-01-28 12:38:00,cart,1882,Electronics,863,Desktop,New
1202,71,2024-01-28 12:40:00,checkout,1882,Electronics,863,Desktop,New
1202,71,2024-01-28 12:43:00,purchase,1882,Electronics,863,Desktop,New
629,72,2024-01-04 17:35:00,view,1319,Electronics,726,Mobile,New
629,72,2024-01-04 17:38:00,cart,1319,Electronics,726,Mobile,New
1732,73,2024-01-22 03:00:00,view,1565,Beauty,946,Desktop,Returning
1732,73,2024-01-22 03:02:00,cart,1565,Beauty,946,Desktop,Returning
1732,73,2024-01-22 03:06:00,checkout,1565,Beauty,946,Desktop,Returning
1732,73,2024-01-22 03:08:00,purchase,1565,Beauty,946,Desktop,Returning
895,74,2024-01-23 04:22:00,view,1191,Fashion,252,Desktop,Returning
895,74,2024-01-23 04:26:00,cart,1191,Fashion,252,Desktop,Returning
895,74,2024-01-23 04:29:00,checkout,1191,Fashion,252,Desktop,Returning
490,75,2024-02-01 19:18:00,view,1148,Home,951,Mobile,Returning
1017,76,2024-01-18 08:44:00,view,1734,Electronics,529,Mobile,New
1017,76,2024-01-18 08:45:00,cart,1734,Electronics,529,Mobile,New
1017,76,2024-01-18 08:47:00,checkout,1734,Electronics,529,Mobile,New
1017,76,2024-01-18 08:50:00,purchase,1734,Electronics,529,Mobile,New
327,77,2024-01-04 16:36:00,view,1307,Fashion,122,Mobile,New
327,77,2024-01-04 16:38:00,cart,1307,Fashion,122,Mobile,New
327,77,2024-01-04 16:39:00,checkout,1307,Fashion,122,Mobile,New
598,78,2024-01-01 02:36:00,view,1030,Fashion,251,Desktop,New
598,78,2024-01-01 02:38:00,cart,1030,Fashion,251,Desktop,New
598,78,2024-01-01 02:41:00,checkout,1030,Fashion,251,Desktop,New
1015,79,2024-01-26 09:19:00,view,1058,Electronics,960,Mobile,Returning
1015,79,2024-01-26 09:21:00,cart,1058,Electronics,960,Mobile,Returning
289,80,2024-02-03 01:03:00,view,1802,Fashion,687,Desktop,New
289,80,2024-02-03 01:04:00,cart,1802,Fashion,687,Desktop,New
289,80,2024-02-03 01:05:00,checkout,1802,Fashion,687,Desktop,New
593,81,2024-01-16 13:07:00,view,1689,Fashion,677,Desktop,New
593,81,2024-01-16 13:10:00,cart,1689,Fashion,677,Desktop,New
593,81,2024-01-16 13:13:00,checkout,1689,Fashion,677,Desktop,New
593,81,2024-01-16 13:17:00,purchase,1689,Fashion,677,Desktop,New
1688,82,2024-01-14 01:17:00,view,1777,Electronics,515,Desktop,New
1688,82,2024-01-14 01:21:00,cart,1777,Electronics,515,Desktop,New
1688,82,2024-01-14 01:24:00,checkout,1777,Electronics,515,Desktop,New
1597,83,2024-01-25 09:48:00,view,1282,Electronics,650,Desktop,New
573,84,2024-01-05 13:52:00,view,1008,Electronics,39,Mobile,New
573,84,2024-01-05 13:53:00,cart,1008,Electronics,39,Mobile,New
1378,85,2024-01-06 20:58:00,view,1816,Home,435,Mobile,New
28,86,2024-01-06 18:42:00,view,1690,Electronics,600,Mobile,New
954,87,2024-01-04 21:42:00,view,1726,Beauty,453,Desktop,Returning
954,87,2024-01-04 21:45:00,cart,1726,Beauty,453,Desktop,Returning
43,88,2024-01-17 10:22:00,view,1989,Home,465,Desktop,New
43,88,2024-01-17 10:25:00,cart,1989,Home,465,Desktop,New
43,88,2024-01-17 10:27:00,checkout,1989,Home,465,Desktop,New
43,88,2024-01-17 10:30:00,purchase,1989,Home,465,Desktop,New
1705,89,2024-01-02 21:39:00,view,1610,Fashion,856,Desktop,New
423,90,2024-01-14 10:13:00,view,1461,Home,170,Mobile,New
1622,91,2024-01-07 09:49:00,view,1240,Fashion,126,Mobile,New
177,92,2024-02-03 15:43:00,view,1975,Home,571,Desktop,Returning
177,92,2024-02-03 15:45:00,cart,1975,Home,571,Desktop,Returning
529,93,2024-01-09 19:04:00,view,1651,Electronics,741,Mobile,New
529,93,2024-01-09 19:08:00,cart,1651,Electronics,741,Mobile,New
529,93,2024-01-09 19:12:00,checkout,1651,Electronics,741,Mobile,New
1634,94,2024-01-07 11:24:00,view,1043,Beauty,91,Mobile,Returning
1634,94,2024-01-07 11:26:00,cart,1043,Beauty,91,Mobile,Returning
1634,94,2024-01-07 11:29:00,checkout,1043,Beauty,91,Mobile,Returning
1634,94,2024-01-07 11:31:00,purchase,1043,Beauty,91,Mobile,Returning
966,95,2024-01-09 07:43:00,view,1000,Beauty,574,Desktop,New
966,95,2024-01-09 07:46:00,cart,1000,Beauty,574,Desktop,New
966,95,2024-01-09 07:49:00,checkout,1000,Beauty,574,Desktop,New
1518,96,2024-01-14 02:50:00,view,1577,Home,520,Mobile,Returning
1518,96,2024-01-14 02:51:00,cart,1577,Home,520,Mobile,Returning
1518,96,2024-01-14 02:53:00,checkout,1577,Home,520,Mobile,Returning
1518,96,2024-01-14 02:55:00,purchase,1577,Home,520,Mobile,Returning
198,97,2024-01-22 00:16:00,view,1755,Home,32,Mobile,Returning
198,97,2024-01-22 00:19:00,cart,1755,Home,32,Mobile,Returning
610,98,2024-01-16 03:49:00,view,1380,Electronics,157,Mobile,Returning
610,98,2024-01-16 03:51:00,cart,1380,Electronics,157,Mobile,Returning
610,98,2024-01-16 03:52:00,checkout,1380,Electronics,157,Mobile,Returning
610,98,2024-01-16 03:54:00,purchase,1380,Electronics,157,Mobile,Returning
1601,99,2024-01-13 18:01:00,view,1995,Home,932,Mobile,New
842,100,2024-02-03 22:54:00,view,1260,Electronics,707,Tablet,Returning
842,100,2024-02-03 22:55:00,cart,1260,Electronics,707,Tablet,Returning
853,101,2024-01-08 13:11:00,view,1009,Electronics,989,Mobile,New
853,101,2024-01-08 13:12:00,cart,1009,Electronics,989,Mobile,New
853,101,2024-01-08 13:13:00,checkout,1009,Electronics,989,Mobile,New
853,101,2024-01-08 13:14:00,purchase,1009,Electronics,989,Mobile,New
1541,102,2024-01-15 15:30:00,view,1791,Fashion,118,Mobile,Returning
1538,103,2024-01-19 13:03:00,view,1362,Electronics,338,Mobile,Returning
1538,103,2024-01-19 13:04:00,cart,1362,Electronics,338,Mobile,Returning
1538,103,2024-01-19 13:06:00,checkout,1362,Electronics,338,Mobile,Returning
1538,103,2024-01-19 13:07:00,purchase,1362,Electronics,338,Mobile,Returning
22,104,2024-01-11 05:51:00,view,1570,Electronics,823,Desktop,New
22,104,2024-01-11 05:54:00,cart,1570,Electronics,823,Desktop,New
1136,105,2024-01-31 07:49:00,view,1864,Electronics,689,Mobile,New
1136,105,2024-01-31 07:51:00,cart,1864,Electronics,689,Mobile,New
1136,105,2024-01-31 07:55:00,checkout,1864,Electronics,689,Mobile,New
1136,105,2024-01-31 07:59:00,purchase,1864,Electronics,689,Mobile,New
1081,106,2024-02-01 19:00:00,view,1296,Home,605,Mobile,Returning
1090,107,2024-02-03 09:34:00,view,1624,Fashion,987,Mobile,New
842,108,2024-01-01 23:41:00,view,1447,Fashion,255,Mobile,Returning
842,108,2024-01-01 23:45:00,cart,1447,Fashion,255,Mobile,Returning
98,109,2024-01-14 00:30:00,view,1036,Home,895,Mobile,New
98,109,2024-01-14 00:33:00,cart,1036,Home,895,Mobile,New
98,109,2024-01-14 00:36:00,checkout,1036,Home,895,Mobile,New
98,109,2024-01-14 00:37:00,purchase,1036,Home,895,Mobile,New
1168,110,2024-01-14 16:19:00,view,1855,Electronics,839,Desktop,New
1904,111,2024-01-19 10:59:00,view,1198,Home,374,Desktop,New
1904,111,2024-01-19 11:00:00,cart,1198,Home,374,Desktop,New
1904,111,2024-01-19 11:02:00,checkout,1198,Home,374,Desktop,New
435,112,2024-01-12 04:00:00,view,1086,Beauty,41,Mobile,New
435,112,2024-01-12 04:04:00,cart,1086,Beauty,41,Mobile,New
435,112,2024-01-12 04:08:00,checkout,1086,Beauty,41,Mobile,New
637,113,2024-01-12 05:52:00,view,1539,Fashion,925,Mobile,New
637,113,2024-01-12 05:55:00,cart,1539,Fashion,925,Mobile,New
1703,114,2024-01-13 15:03:00,view,1166,Fashion,893,Desktop,New
1703,114,2024-01-13 15:05:00,cart,1166,Fashion,893,Desktop,New
1703,114,2024-01-13 15:08:00,checkout,1166,Fashion,893,Desktop,New
1703,114,2024-01-13 15:09:00,purchase,1166,Fashion,893,Desktop,New
1110,115,2024-01-27 18:35:00,view,1982,Beauty,126,Mobile,New
1110,115,2024-01-27 18:38:00,cart,1982,Beauty,126,Mobile,New
1110,115,2024-01-27 18:40:00,checkout,1982,Beauty,126,Mobile,New
588,116,2024-01-04 23:16:00,view,1962,Home,125,Desktop,New
588,116,2024-01-04 23:20:00,cart,1962,Home,125,Desktop,New
344,117,2024-01-22 11:42:00,view,1809,Beauty,726,Mobile,New
344,117,2024-01-22 11:44:00,cart,1809,Beauty,726,Mobile,New
344,117,2024-01-22 11:45:00,checkout,1809,Beauty,726,Mobile,New
344,117,2024-01-22 11:49:00,purchase,1809,Beauty,726,Mobile,New
1960,118,2024-01-14 16:33:00,view,1782,Electronics,474,Desktop,Returning
1960,118,2024-01-14 16:37:00,cart,1782,Electronics,474,Desktop,Returning
1960,118,2024-01-14 16:40:00,checkout,1782,Electronics,474,Desktop,Returning
1960,118,2024-01-14 16:44:00,purchase,1782,Electronics,474,Desktop,Returning
1318,119,2024-01-11 10:34:00,view,1307,Home,235,Desktop,Returning
1318,119,2024-01-11 10:36:00,cart,1307,Home,235,Desktop,Returning
1318,119,2024-01-11 10:37:00,checkout,1307,Home,235,Desktop,Returning
1980,120,2024-01-22 23:27:00,view,1150,Electronics,166,Desktop,Returning
571,121,2024-01-12 16:04:00,view,1111,Beauty,542,Desktop,New
571,121,2024-01-12 16:07:00,cart,1111,Beauty,542,Desktop,New
571,121,2024-01-12 16:08:00,checkout,1111,Beauty,542,Desktop,New
1674,122,2024-01-02 15:53:00,view,1589,Fashion,411,Mobile,Returning
1674,122,2024-01-02 15:57:00,cart,1589,Fashion,411,Mobile,Returning
1674,122,2024-01-02 16:01:00,checkout,1589,Fashion,411,Mobile,Returning
611,123,2024-01-17 11:51:00,view,1035,Fashion,664,Desktop,New
1728,124,2024-01-13 04:31:00,view,1031,Beauty,735,Mobile,Returning
1728,124,2024-01-13 04:33:00,cart,1031,Beauty,735,Mobile,Returning
243,125,2024-01-06 13:30:00,view,1934,Fashion,772,Mobile,Returning
1855,126,2024-01-18 23:05:00,view,1001,Electronics,704,Desktop,Returning
561,127,2024-01-09 17:41:00,view,1924,Home,768,Desktop,Returning
960,128,2024-01-15 16:57:00,view,1834,Fashion,389,Desktop,Returning
960,128,2024-01-15 16:58:00,cart,1834,Fashion,389,Desktop,Returning
960,128,2024-01-15 17:00:00,checkout,1834,Fashion,389,Desktop,Returning
960,128,2024-01-15 17:04:00,purchase,1834,Fashion,389,Desktop,Returning
32,129,2024-01-15 18:50:00,view,1812,Fashion,480,Mobile,New
32,129,2024-01-15 18:52:00,cart,1812,Fashion,480,Mobile,New
391,130,2024-01-03 03:20:00,view,1721,Fashion,714,Desktop,Returning
277,131,2024-02-04 05:51:00,view,1426,Electronics,753,Desktop,Returning
532,132,2024-01-06 22:13:00,view,1943,Electronics,536,Mobile,Returning
1178,133,2024-02-02 16:59:00,view,1777,Home,693,Mobile,New
1178,133,2024-02-02 17:01:00,cart,1777,Home,693,Mobile,New
383,134,2024-01-09 09:40:00,view,1690,Fashion,745,Mobile,Returning
1092,135,2024-01-08 22:43:00,view,1619,Fashion,781,Mobile,Returning
1092,135,2024-01-08 22:45:00,cart,1619,Fashion,781,Mobile,Returning
1092,135,2024-01-08 22:46:00,checkout,1619,Fashion,781,Mobile,Returning
1092,135,2024-01-08 22:50:00,purchase,1619,Fashion,781,Mobile,Returning
1902,136,2024-01-14 19:35:00,view,1969,Electronics,336,Tablet,New
1902,136,2024-01-14 19:36:00,cart,1969,Electronics,336,Tablet,New
1902,136,2024-01-14 19:40:00,checkout,1969,Electronics,336,Tablet,New
1902,136,2024-01-14 19:41:00,purchase,1969,Electronics,336,Tablet,New
884,137,2024-01-15 18:50:00,view,1195,Electronics,348,Desktop,New
884,137,2024-01-15 18:54:00,cart,1195,Electronics,348,Desktop,New
214,138,2024-01-06 10:30:00,view,1422,Beauty,192,Desktop,New
1679,139,2024-02-01 23:42:00,view,1781,Home,253,Tablet,New
376,140,2024-01-06 17:55:00,view,1526,Electronics,402,Mobile,New
376,140,2024-01-06 17:59:00,cart,1526,Electronics,402,Mobile,New
376,140,2024-01-06 18:02:00,checkout,1526,Electronics,402,Mobile,New
376,140,2024-01-06 18:03:00,purchase,1526,Electronics,402,Mobile,New
744,141,2024-01-23 07:06:00,view,1104,Fashion,706,Desktop,New
744,141,2024-01-23 07:08:00,cart,1104,Fashion,706,Desktop,New
213,142,2024-02-02 09:08:00,view,1259,Electronics,527,Mobile,Returning
213,142,2024-02-02 09:11:00,cart,1259,Electronics,527,Mobile,Returning
213,142,2024-02-02 09:14:00,checkout,1259,Electronics,527,Mobile,Returning
213,142,2024-02-02 09:17:00,purchase,1259,Electronics,527,Mobile,Returning
79,143,2024-01-17 05:49:00,view,1685,Electronics,94,Desktop,New
79,143,2024-01-17 05:52:00,cart,1685,Electronics,94,Desktop,New
79,143,2024-01-17 05:56:00,checkout,1685,Electronics,94,Desktop,New
79,143,2024-01-17 05:59:00,purchase,1685,Electronics,94,Desktop,New
1750,144,2024-01-17 21:22:00,view,1802,Beauty,935,Mobile,New
1750,144,2024-01-17 21:24:00,cart,1802,Beauty,935,Mobile,New
628,145,2024-01-10 07:57:00,view,1373,Home,61,Desktop,Returning
604,146,2024-01-09 09:48:00,view,1953,Fashion,165,Mobile,New
604,146,2024-01-09 09:51:00,cart,1953,Fashion,165,Mobile,New
782,147,2024-01-28 07:03:00,view,1162,Home,78,Mobile,New
782,147,2024-01-28 07:04:00,cart,1162,Home,78,Mobile,New
782,147,2024-01-28 07:08:00,checkout,1162,Home,78,Mobile,New
782,147,2024-01-28 07:11:00,purchase,1162,Home,78,Mobile,New
1947,148,2024-01-15 22:59:00,view,1423,Fashion,673,Desktop,New
1947,148,2024-01-15 23:03:00,cart,1423,Fashion,673,Desktop,New
1405,149,2024-01-10 22:12:00,view,1880,Home,280,Mobile,Returning
1001,150,2024-01-19 17:08:00,view,1515,Electronics,713,Desktop,New
1001,150,2024-01-19 17:10:00,cart,1515,Electronics,713,Desktop,New
1001,150,2024-01-19 17:13:00,checkout,1515,Electronics,713,Desktop,New
1001,150,2024-01-19 17:14:00,purchase,1515,Electronics,713,Desktop,New
680,151,2024-01-30 08:23:00,view,1110,Electronics,25,Mobile,Returning
58,152,2024-01-16 13:53:00,view,1378,Home,116,Desktop,New
1820,153,2024-01-02 13:15:00,view,1483,Electronics,278,Mobile,New
1050,154,2024-01-15 18:30:00,view,1242,Home,206,Mobile,New
1050,154,2024-01-15 18:32:00,cart,1242,Home,206,Mobile,New
1050,154,2024-01-15 18:36:00,checkout,1242,Home,206,Mobile,New
1050,154,2024-01-15 18:40:00,purchase,1242,Home,206,Mobile,New
881,155,2024-01-31 05:51:00,view,1996,Home,435,Mobile,New
447,156,2024-01-16 19:22:00,view,1866,Home,937,Mobile,Returning
447,156,2024-01-16 19:24:00,cart,1866,Home,937,Mobile,Returning
66,157,2024-01-30 12:55:00,view,1958,Home,935,Mobile,New
1945,158,2024-01-03 21:16:00,view,1598,Fashion,424,Mobile,Returning
1945,158,2024-01-03 21:19:00,cart,1598,Fashion,424,Mobile,Returning
1945,158,2024-01-03 21:21:00,checkout,1598,Fashion,424,Mobile,Returning
1945,158,2024-01-03 21:24:00,purchase,1598,Fashion,424,Mobile,Returning
1784,159,2024-01-03 19:45:00,view,1972,Home,567,Mobile,Returning
1784,159,2024-01-03 19:49:00,cart,1972,Home,567,Mobile,Returning
1784,159,2024-01-03 19:53:00,checkout,1972,Home,567,Mobile,Returning
1784,159,2024-01-03 19:57:00,purchase,1972,Home,567,Mobile,Returning
1278,160,2024-01-15 21:03:00,view,1135,Home,27,Mobile,Returning
1923,161,2024-01-08 23:07:00,view,1247,Home,768,Mobile,Returning
1992,162,2024-02-03 22:41:00,view,1701,Beauty,10,Desktop,New
1992,162,2024-02-03 22:42:00,cart,1701,Beauty,10,Desktop,New
1992,162,2024-02-03 22:44:00,checkout,1701,Beauty,10,Desktop,New
1992,162,2024-02-03 22:45:00,purchase,1701,Beauty,10,Desktop,New
1068,163,2024-01-27 21:49:00,view,1031,Fashion,906,Mobile,New
1121,164,2024-01-23 15:09:00,view,1183,Fashion,817,Mobile,Returning
1578,165,2024-02-02 12:32:00,view,1727,Beauty,759,Desktop,Returning
1578,165,2024-02-02 12:33:00,cart,1727,Beauty,759,Desktop,Returning
1578,165,2024-02-02 12:37:00,checkout,1727,Beauty,759,Desktop,Returning
1578,165,2024-02-02 12:39:00,purchase,1727,Beauty,759,Desktop,Returning
1012,166,2024-01-18 23:48:00,view,1312,Fashion,388,Mobile,Returning
1012,166,2024-01-18 23:50:00,cart,1312,Fashion,388,Mobile,Returning
1012,166,2024-01-18 23:51:00,checkout,1312,Fashion,388,Mobile,Returning
1012,166,2024-01-18 23:55:00,purchase,1312,Fashion,388,Mobile,Returning
227,167,2024-01-13 15:12:00,view,1561,Beauty,510,Desktop,Returning
227,167,2024-01-13 15:13:00,cart,1561,Beauty,510,Desktop,Returning
227,167,2024-01-13 15:16:00,checkout,1561,Beauty,510,Desktop,Returning
227,167,2024-01-13 15:20:00,purchase,1561,Beauty,510,Desktop,Returning
774,168,2024-02-01 17:42:00,view,1670,Electronics,245,Mobile,New
679,169,2024-01-22 04:38:00,view,1313,Fashion,772,Mobile,Returning
