session_id,carted,checked_out,purchased,viewed,revenue,category,device_type,user_type,price_bucket
50,1,1,1,1,932.0,Beauty,Desktop,New,High
51,1,1,1,1,198.0,Fashion,Mobile,New,Medium
52,0,0,0,1,0.0,Electronics,Mobile,Returning,High
53,1,0,0,1,0.0,Beauty,Desktop,Returning,High
54,0,0,0,1,0.0,Fashion,Mobile,New,Medium
55,1,1,1,1,310.0,Fashion,Mobile,New,Medium
56,1,0,0,1,0.0,Beauty,Desktop,Returning,Medium
57,0,0,0,1,0.0,Electronics,Mobile,New,High
58,1,0,0,1,0.0,Beauty,Mobile,New,High
59,0,0,0,1,0.0,Home,Desktop,Returning,High
60,0,0,0,1,0.0,Fashion,Desktop,New,Medium
61,0,0,0,1,0.0,Electronics,Mobile,Returning,Medium
62,0,0,0,1,0.0,Beauty,Mobile,New,High
63,1,0,0,1,0.0,Beauty,Mobile,New,Low
64,0,0,0,1,0.0,Beauty,Desktop,Returning,Low
65,1,1,1,1,284.0,Fashion,Mobile,New,Medium
66,0,0,0,1,0.0,Beauty,Mobile,Returning,High
67,1,1,1,1,551.0,Beauty,Mobile,New,High
68,1,1,1,1,932.0,Home,Mobile,Returning,High
69,1,0,0,1,0.0,Fashion,Tablet,New,High
70,1,1,1,1,710.0,Electronics,Mobile,New,High
71,1,1,1,1,863.0,Electronics,Desktop,New,High
72,1,0,0,1,0.0,Electronics,Mobile,New,High
73,1,1,1,1,946.0,Beauty,Desktop,Returning,High
74,1,1,0,1,0.0,Fashion,Desktop,Returning,Medium
75,0,0,0,1,0.0,Home,Mobile,Returning,High
76,1,1,1,1,529.0,Electronics,Mobile,New,High
77,1,1,0,1,0.0,Fashion,Mobile,New,Medium
78,1,1,0,1,0.0,Fashion,Desktop,New,Medium
79,1,0,0,1,0.0,Electronics,Mobile,Returning,High
80,1,1,0,1,0.0,Fashion,Desktop,New,High
81,1,1,1,1,677.0,Fashion,Desktop,New,High
82,1,1,0,1,0.0,Electronics,Desktop,New,High
83,0,0,0,1,0.0,Electronics,Desktop,New,High
84,1,0,0,1,0.0,Electronics,Mobile,New,Low
85,0,0,0,1,0.0,Home,Mobile,New,Medium
86,0,0,0,1,0.0,Electronics,Mobile,New,High
87,1,0,0,1,0.0,Beauty,Desktop,Returning,Medium
88,1,1,1,1,465.0,Home,Desktop,New,Medium
89,0,0,0,1,0.0,Fashion,Desktop,New,High
90,0,0,0,1,0.0,Home,Mobile,New,Medium
91,0,0,0,1,0.0,Fashion,Mobile,New,Medium
92,1,0,0,1,0.0,Home,Desktop,Returning,High
93,1,1,0,1,0.0,Electronics,Mobile,New,High
94,1,1,1,1,91.0,Beauty,Mobile,Returning,Low
95,1,1,0,1,0.0,Beauty,Desktop,New,High
96,1,1,1,1,520.0,Home,Mobile,Returning,High
97,1,0,0,1,0.0,Home,Mobile,Returning,Low
98,1,1,1,1,157.0,Electronics,Mobile,Returning,Medium
99,0,0,0,1,0.0,Home,Mobile,New,High
100,1,0,0,1,0.0,Electronics,Tablet,Returning,High
101,1,1,1,1,989.0,Electronics,Mobile,New,High
102,0,0,0,1,0.0,Fashion,Mobile,Returning,Medium
103,1,1,1,1,338.0,Electronics,Mobile,Returning,Medium
104,1,0,0,1,0.0,Electronics,Desktop,New,High
105,1,1,1,1,689.0,Electronics,Mobile,New,High
106,0,0,0,1,0.0,Home,Mobile,Returning,High
107,0,0,0,1,0.0,Fashion,Mobile,New,High
108,1,0,0,1,0.0,Fashion,Mobile,Returning,Medium
109,1,1,1,1,895.0,Home,Mobile,New,High
110,0,0,0,1,0.0,Electronics,Desktop,New,High
111,1,1,0,1,0.0,Home,Desktop,New,Medium
112,1,1,0,1,0.0,Beauty,Mobile,New,Low
113,1,0,0,1,0.0,Fashion,Mobile,New,High
114,1,1,1,1,893.0,Fashion,Desktop,New,High
115,1,1,0,1,0.0,Beauty,Mobile,New,Medium
116,1,0,0,1,0.0,Home,Desktop,New,Medium
117,1,1,1,1,726.0,Beauty,Mobile,New,High
118,1,1,1,1,474.0,Electronics,Desktop,Returning,Medium
119,1,1,0,1,0.0,Home,Desktop,Returning,Medium
120,0,0,0,1,0.0,Electronics,Desktop,Returning,Medium
121,1,1,0,1,0.0,Beauty,Desktop,New,High
122,1,1,0,1,0.0,Fashion,Mobile,Returning,Medium
123,0,0,0,1,0.0,Fashion,Desktop,New,High
124,1,0,0,1,0.0,Beauty,Mobile,Returning,High
125,0,0,0,1,0.0,Fashion,Mobile,Returning,High
126,0,0,0,1,0.0,Electronics,Desktop,Returning,High
127,0,0,0,1,0.0,Home,Desktop,Returning,High
128,1,1,1,1,389.0,Fashion,Desktop,Returning,Medium
129,1,0,0,1,0.0,Fashion,Mobile,New,Medium
130,0,0,0,1,0.0,Fashion,Desktop,Returning,High
131,0,0,0,1,0.0,Electronics,Desktop,Returning,High
132,0,0,0,1,0.0,Electronics,Mobile,Returning,High
133,1,0,0,1,0.0,Home,Mobile,New,High
134,0,0,0,1,0.0,Fashion,Mobile,Returning,High
135,1,1,1,1,781.0,Fashion,Mobile,Returning,High
136,1,1,1,1,336.0,Electronics,Tablet,New,Medium
137,1,0,0,1,0.0,Electronics,Desktop,New,Medium
138,0,0,0,1,0.0,Beauty,Desktop,New,Medium
139,0,0,0,1,0.0,Home,Tablet,New,Medium
140,1,1,1,1,402.0,Electronics,Mobile,New,Medium
141,1,0,0,1,0.0,Fashion,Desktop,New,High
142,1,1,1,1,527.0,Electronics,Mobile,Returning,High
143,1,1,1,1,94.0,Electronics,Desktop,New,Low
144,1,0,0,1,0.0,Beauty,Mobile,New,High
145,0,0,0,1,0.0,Home,Desktop,Returning,Low
146,1,0,0,1,0.0,Fashion,Mobile,New,Medium
147,1,1,1,1,78.0,Home,Mobile,New,Low
148,1,0,0,1,0.0,Fashion,Desktop,New,High
149,0,0,0,1,0.0,Home,Mobile,Returning,Medium
150,1,1,1,1,713.0,Electronics,Desktop,New,High
151,0,0,0,1,0.0,Electronics,Mobile,Returning,Low
152,0,0,0,1,0.0,Home,Desktop,New,Medium
153,0,0,0,1,0.0,Electronics,Mobile,New,Medium
154,1,1,1,1,206.0,Home,Mobile,New,Medium
155,0,0,0,1,0.0,Home,Mobile,New,Medium
156,1,0,0,1,0.0,Home,Mobile,Returning,High
157,0,0,0,1,0.0,Home,Mobile,New,High
158,1,1,1,1,424.0,Fashion,Mobile,Returning,Medium
159,1,1,1,1,567.0,Home,Mobile,Returning,High
160,0,0,0,1,0.0,Home,Mobile,Returning,Low
161,0,0,0,1,0.0,Home,Mobile,Returning,High
162,1,1,1,1,10.0,Beauty,Desktop,New,Low
163,0,0,0,1,0.0,Fashion,Mobile,New,High
164,0,0,0,1,0.0,Fashion,Mobile,Returning,High
165,1,1,1,1,759.0,Beauty,Desktop,Returning,High
166,1,1,1,1,388.0,Fashion,Mobile,Returning,Medium
167,1,1,1,1,510.0,Beauty,Desktop,Returning,High
168,0,0,0,1,0.0,Electronics,Mobile,New,Medium
169,0,0,0,1,0.0,Fashion,Mobile,Returning,High
170,1,1,0,1,0.0,Electronics,Mobile,Returning,High
171,1,1,1,1,518.0,Fashion,Desktop,New,High
172,1,1,1,1,23.0,Home,Desktop,New,Low
173,1,0,0,1,0.0,Home,Mobile,Returning,Medium
174,1,0,0,1,0.0,Electronics,Mobile,New,High
175,0,0,0,1,0.0,Fashion,Tablet,New,Medium
176,1,0,0,1,0.0,Fashion,Mobile,New,High
177,1,1,1,1,541.0,Home,Mobile,New,High
178,1,1,1,1,871.0,Home,Desktop,New,High
179,1,1,1,1,871.0,Electronics,Desktop,Returning,High
180,1,1,1,1,877.0,Home,Mobile,Returning,High
181,1,1,1,1,386.0,Beauty,Desktop,Returning,Medium
182,1,1,1,1,198.0,Beauty,Desktop,New,Medium
183,1,1,1,1,804.0,Beauty,Mobile,Returning,High
184,1,1,1,1,190.0,Electronics,Mobile,Returning,Medium
185,0,0,0,1,0.0,Beauty,Mobile,Returning,High
186,0,0,0,1,0.0,Electronics,Tablet,Returning,High
187,1,0,0,1,0.0,Fashion,Desktop,New,High
188,1,1,1,1,858.0,Beauty,Mobile,New,High
189,1,0,0,1,0.0,Home,Desktop,New,High
190,1,0,0,1,0.0,Electronics,Mobile,New,Medium
191,0,0,0,1,0.0,Home,Mobile,New,Medium
192,1,0,0,1,0.0,Home,Mobile,New,High
193,1,1,1,1,60.0,Beauty,Mobile,New,Low
194,1,0,0,1,0.0,Fashion,Desktop,Returning,High
195,1,0,0,1,0.0,Electronics,Mobile,Returning,High
196,1,1,1,1,775.0,Fashion,Desktop,New,High
197,0,0,0,1,0.0,Home,Mobile,New,High
198,0,0,0,1,0.0,Beauty,Mobile,New,High
199,0,0,0,1,0.0,Beauty,Tablet,New,High
200,1,1,0,1,0.0,Electronics,Mobile,New,High
201,1,1,0,1,0.0,Fashion,Mobile,New,Low
202,1,1,1,1,115.0,Home,Mobile,Returning,Medium
203,0,0,0,1,0.0,Electronics,Desktop,Returning,High
204,1,1,1,1,943.0,Beauty,Mobile,New,High
205,0,0,0,1,0.0,Electronics,Mobile,Returning,Medium
206,1,1,1,1,264.0,Beauty,Mobile,Returning,Medium
207,1,0,0,1,0.0,Electronics,Mobile,Returning,High
208,0,0,0,1,0.0,Beauty,Desktop,New,Medium
209,0,0,0,1,0.0,Electronics,Mobile,Returning,Medium
210,1,1,0,1,0.0,Beauty,Mobile,New,High
211,1,0,0,1,0.0,Electronics,Mobile,New,High
212,1,1,1,1,688.0,Electronics,Mobile,Returning,High
213,1,0,0,1,0.0,Fashion,Desktop,New,High
214,1,1,1,1,642.0,Electronics,Mobile,New,High
215,1,0,0,1,0.0,Home,Tablet,Returning,Medium
216,0,0,0,1,0.0,Beauty,Mobile,Returning,High
217,1,1,1,1,603.0,Electronics,Mobile,Returning,High
218,1,0,0,1,0.0,Beauty,Desktop,Returning,High
219,0,0,0,1,0.0,Home,Mobile,Returning,Medium
220,0,0,0,1,0.0,Electronics,Desktop,Returning,High
221,0,0,0,1,0.0,Electronics,Tablet,New,Medium
222,1,1,1,1,611.0,Home,Mobile,Returning,High
223,0,0,0,1,0.0,Beauty,Mobile,New,High
224,0,0,0,1,0.0,Home,Desktop,Returning,Medium
225,1,1,1,1,730.0,Fashion,Mobile,New,High
226,0,0,0,1,0.0,Beauty,Mobile,New,High
227,1,1,1,1,349.0,Electronics,Mobile,Returning,Medium
228,1,1,1,1,713.0,Beauty,Mobile,New,High
229,0,0,0,1,0.0,Electronics,Desktop,Returning,Medium
230,0,0,0,1,0.0,Electronics,Mobile,New,Medium
231,1,1,0,1,0.0,Home,Mobile,New,High
232,1,1,1,1,317.0,Electronics,Desktop,Returning,Medium
233,0,0,0,1,0.0,Home,Mobile,Returning,Medium
234,0,0,0,1,0.0,Beauty,Mobile,Returning,High
235,0,0,0,1,0.0,Beauty,Desktop,Returning,High
236,0,0,0,1,0.0,Electronics,Mobile,New,Medium
237,1,1,0,1,0.0,Beauty,Desktop,New,High
238,1,1,1,1,947.0,Fashion,Desktop,Returning,High
239,0,0,0,1,0.0,Home,Mobile,New,Medium
240,1,1,1,1,417.0,Home,Mobile,New,Medium
241,1,1,1,1,680.0,Beauty,Mobile,Returning,High
242,1,1,1,1,647.0,Home,Mobile,Returning,High
243,0,0,0,1,0.0,Fashion,Desktop,New,High
244,1,1,0,1,0.0,Beauty,Desktop,New,High
245,0,0,0,1,0.0,Beauty,Mobile,Returning,Medium
246,0,0,0,1,0.0,Beauty,Desktop,Returning,Medium
247,0,0,0,1,0.0,Home,Desktop,New,Medium
248,1,1,1,1,608.0,Electronics,Tablet,New,High
249,1,1,1,1,225.0,Beauty,Mobile,Returning,Medium
250,1,0,0,1,0.0,Beauty,Mobile,New,High
251,0,0,0,1,0.0,Home,Mobile,Returning,High
252,0,0,0,1,0.0,Beauty,Tablet,New,Low
253,1,1,1,1,896.0,Fashion,Mobile,New,High
254,1,0,0,1,0.0,Electronics,Mobile,New,Medium
255,0,0,0,1,0.0,Home,Mobile,Returning,High
256,0,0,0,1,0.0,Home,Mobile,New,Low
257,1,0,0,1,0.0,Electronics,Mobile,New,High
258,0,0,0,1,0.0,Fashion,Tablet,Returning,Medium
259,0,0,0,1,0.0,Electronics,Mobile,Returning,High
260,1,0,0,1,0.0,Home,Mobile,New,High
261,1,0,0,1,0.0,Beauty,Mobile,New,Medium
262,0,0,0,1,0.0,Electronics,Mobile,Returning,High
263,1,0,0,1,0.0,Beauty,Mobile,New,Medium
264,1,1,1,1,57.0,Home,Mobile,New,Low
265,1,1,0,1,0.0,Electronics,Mobile,New,Medium
266,1,0,0,1,0.0,Beauty,Mobile,New,Medium
267,0,0,0,1,0.0,Home,Mobile,Returning,High
268,0,0,0,1,0.0,Home,Mobile,New,High
269,0,0,0,1,0.0,Electronics,Tablet,New,High
270,1,1,1,1,558.0,Home,Desktop,New,High
271,0,0,0,1,0.0,Home,Mobile,Returning,Medium
272,0,0,0,1,0.0,Home,Mobile,New,High
273,0,0,0,1,0.0,Home,Desktop,Returning,High
274,1,0,0,1,0.0,Home,Mobile,New,High
275,1,1,1,1,83.0,Home,Desktop,Returning,Low
276,1,0,0,1,0.0,Fashion,Desktop,Returning,Medium
277,1,0,0,1,0.0,Electronics,Mobile,Returning,High
278,1,1,1,1,428.0,Home,Mobile,Returning,Medium
279,0,0,0,1,0.0,Home,Tablet,Returning,Medium
280,1,1,1,1,911.0,Home,Mobile,New,High
281,1,1,1,1,277.0,Home,Mobile,New,Medium
282,1,1,1,1,218.0,Fashion,Mobile,New,Medium
283,1,1,1,1,988.0,Fashion,Mobile,New,High
284,0,0,0,1,0.0,Fashion,Desktop,New,High
285,1,1,0,1,0.0,Home,Desktop,New,High
286,1,1,0,1,0.0,Home,Tablet,Returning,Medium
287,0,0,0,1,0.0,Fashion,Mobile,New,High
288,1,1,1,1,301.0,Home,Mobile,Returning,Medium
289,0,0,0,1,0.0,Home,Mobile,New,Medium
290,1,1,1,1,159.0,Home,Mobile,New,Medium
291,1,1,1,1,132.0,Electronics,Mobile,New,Medium
292,1,1,1,1,475.0,Fashion,Tablet,Returning,Medium
293,1,1,1,1,939.0,Fashion,Desktop,Returning,High
294,1,0,0,1,0.0,Beauty,Mobile,Returning,Medium
295,0,0,0,1,0.0,Electronics,Desktop,New,Low
296,0,0,0,1,0.0,Home,Mobile,Returning,Medium
297,1,1,1,1,670.0,Fashion,Mobile,New,High
298,0,0,0,1,0.0,Beauty,Desktop,New,High
299,0,0,0,1,0.0,Fashion,Mobile,New,High
300,0,0,0,1,0.0,Electronics,Tablet,New,Medium
301,1,1,1,1,529.0,Electronics,Desktop,Returning,High
302,0,0,0,1,0.0,Electronics,Mobile,Returning,Medium
303,0,0,0,1,0.0,Fashion,Desktop,New,Medium
304,1,1,1,1,173.0,Electronics,Mobile,Returning,Medium
305,0,0,0,1,0.0,Beauty,Mobile,New,Low
306,0,0,0,1,0.0,Fashion,Mobile,Returning,High
307,0,0,0,1,0.0,Beauty,Mobile,Returning,Medium
308,0,0,0,1,0.0,Electronics,Desktop,New,High
309,1,1,0,1,0.0,Electronics,Mobile,New,High
310,1,0,0,1,0.0,Beauty,Desktop,New,High
311,0,0,0,1,0.0,Home,Mobile,Returning,Medium
312,0,0,0,1,0.0,Electronics,Mobile,Returning,High
313,1,1,0,1,0.0,Electronics,Desktop,Returning,Medium
314,0,0,0,1,0.0,Electronics,Mobile,Returning,High
315,0,0,0,1,0.0,Beauty,Mobile,New,High
316,1,1,1,1,756.0,Electronics,Mobile,Returning,High
317,0,0,0,1,0.0,Beauty,Mobile,New,Medium
318,1,1,1,1,395.0,Fashion,Mobile,New,Medium
319,0,0,0,1,0.0,Home,Desktop,Returning,High
320,1,1,1,1,19.0,Home,Mobile,Returning,Low
321,1,1,1,1,711.0,Home,Mobile,Returning,High
322,1,1,0,1,0.0,Electronics,Tablet,Returning,Medium
323,1,1,1,1,998.0,Home,Mobile,Returning,High
324,0,0,0,1,0.0,Electronics,Desktop,New,High
325,0,0,0,1,0.0,Beauty,Mobile,Returning,High
326,1,0,0,1,0.0,Home,Mobile,Returning,Low
327,0,0,0,1,0.0,Home,Desktop,New,High
328,1,1,1,1,833.0,Home,Mobile,New,High
329,0,0,0,1,0.0,Home,Desktop,Returning,Low
330,0,0,0,1,0.0,Fashion,Mobile,Returning,High
331,1,0,0,1,0.0,Fashion,Mobile,Returning,Medium
332,0,0,0,1,0.0,Electronics,Mobile,Returning,Medium
333,0,0,0,1,0.0,Fashion,Mobile,New,High
334,0,0,0,1,0.0,Fashion,Desktop,New,Medium
335,1,1,1,1,469.0,Fashion,Mobile,New,Medium
336,0,0,0,1,0.0,Home,Tablet,Returning,High
337,1,1,0,1,0.0,Fashion,Tablet,New,Medium
338,0,0,0,1,0.0,Beauty,Mobile,New,High
339,1,0,0,1,0.0,Electronics,Mobile,Returning,Medium
340,1,0,0,1,0.0,Fashion,Desktop,Returning,High
341,1,1,0,1,0.0,Beauty,Tablet,Returning,High
342,0,0,0,1,0.0,Electronics,Mobile,Returning,High
343,0,0,0,1,0.0,Fashion,Mobile,New,Medium
344,1,1,0,1,0.0,Beauty,Mobile,New,High
345,1,1,1,1,356.0,Electronics,Desktop,New,Medium
346,0,0,0,1,0.0,Home,Mobile,New,Low
347,0,0,0,1,0.0,Fashion,Desktop,New,High
348,0,0,0,1,0.0,Beauty,Mobile,New,Medium
349,1,1,1,1,927.0,Fashion,Mobile,New,High
350,0,0,0,1,0.0,Beauty,Mobile,New,Low
351,0,0,0,1,0.0,Fashion,Mobile,New,Low
352,1,1,1,1,414.0,Beauty,Mobile,Returning,Medium
353,0,0,0,1,0.0,Electronics,Mobile,Returning,High
354,0,0,0,1,0.0,Beauty,Mobile,Returning,High
355,0,0,0,1,0.0,Beauty,Mobile,New,Low
356,1,1,1,1,949.0,Beauty,Mobile,New,High
357,0,0,0,1,0.0,Fashion,Tablet,Returning,Low
358,0,0,0,1,0.0,Fashion,Mobile,Returning,Low
359,0,0,0,1,0.0,Electronics,Mobile,Returning,High
360,0,0,0,1,0.0,Beauty,Mobile,New,Medium
361,1,1,0,1,0.0,Electronics,Tablet,New,High
362,1,0,0,1,0.0,Fashion,Mobile,Returning,Medium
363,0,0,0,1,0.0,Fashion,Desktop,New,High
364,1,1,1,1,297.0,Fashion,Desktop,New,Medium
365,1,1,1,1,925.0,Home,Desktop,New,High
366,0,0,0,1,0.0,Beauty,Mobile,Returning,High
367,1,1,1,1,286.0,Beauty,Desktop,New,Medium
368,0,0,0,1,0.0,Electronics,Mobile,New,Medium
369,0,0,0,1,0.0,Beauty,Mobile,New,High
370,0,0,0,1,0.0,Home,Desktop,Returning,High
371,1,1,1,1,130.0,Beauty,Mobile,New,Medium
372,0,0,0,1,0.0,Home,Desktop,Returning,High
373,0,0,0,1,0.0,Electronics,Mobile,New,High
374,0,0,0,1,0.0,Beauty,Desktop,New,Medium
375,0,0,0,1,0.0,Home,Mobile,New,Medium
376,0,0,0,1,0.0,Home,Mobile,Returning,Medium
377,1,1,1,1,602.0,Beauty,Mobile,New,High
378,1,1,1,1,324.0,Electronics,Tablet,Returning,Medium
379,0,0,0,1,0.0,Beauty,Mobile,New,Medium
380,0,0,0,1,0.0,Fashion,Mobile,Returning,Low
381,0,0,0,1,0.0,Beauty,Mobile,New,High
382,1,0,0,1,0.0,Fashion,Desktop,New,Low
383,1,0,0,1,0.0,Fashion,Mobile,New,Low
384,0,0,0,1,0.0,Fashion,Mobile,New,High
385,1,1,1,1,969.0,Beauty,Mobile,Returning,High
386,0,0,0,1,0.0,Beauty,Mobile,New,Medium
387,0,0,0,1,0.0,Fashion,Mobile,Returning,High
388,1,0,0,1,0.0,Electronics,Mobile,Returning,High
389,0,0,0,1,0.0,Beauty,Desktop,Returning,High
390,1,1,1,1,711.0,Electronics,Mobile,New,High
391,1,1,0,1,0.0,Home,Mobile,New,Low
392,0,0,0,1,0.0,Electronics,Mobile,Returning,High
393,1,0,0,1,0.0,Home,Tablet,New,High
394,1,1,1,1,324.0,Home,Tablet,Returning,Medium
395,0,0,0,1,0.0,Home,Desktop,New,High
396,0,0,0,1,0.0,Fashion,Mobile,New,High
397,1,1,1,1,464.0,Beauty,Mobile,Returning,Medium
398,0,0,0,1,0.0,Home,Mobile,Returning,High
399,1,1,1,1,806.0,Fashion,Mobile,New,High
400,1,0,0,1,0.0,Fashion,Mobile,New,High
401,1,1,1,1,543.0,Fashion,Desktop,New,High
402,0,0,0,1,0.0,Electronics,Desktop,New,High
403,1,1,1,1,774.0,Home,Desktop,New,High
404,0,0,0,1,0.0,Electronics,Mobile,New,High
405,1,0,0,1,0.0,Beauty,Desktop,Returning,Medium
406,1,1,1,1,436.0,Home,Mobile,New,Medium
407,0,0,0,1,0.0,Fashion,Mobile,New,Medium
408,0,0,0,1,0.0,Electronics,Desktop,Returning,High
409,0,0,0,1,0.0,Home,Mobile,New,Medium
410,1,0,0,1,0.0,Home,Mobile,New,Medium
411,1,0,0,1,0.0,Electronics,Mobile,Returning,High
412,1,0,0,1,0.0,Electronics,Desktop,Returning,Low
413,1,0,0,1,0.0,Fashion,Desktop,New,High
414,1,1,1,1,808.0,Beauty,Mobile,New,High
415,1,1,1,1,694.0,Fashion,Desktop,New,High
416,1,0,0,1,0.0,Fashion,Mobile,New,High
417,1,1,1,1,142.0,Fashion,Mobile,Returning,Medium
418,1,0,0,1,0.0,Fashion,Desktop,Returning,High
419,1,1,1,1,722.0,Fashion,Desktop,Returning,High
420,0,0,0,1,0.0,Fashion,Tablet,New,High
421,0,0,0,1,0.0,Home,Mobile,New,High
422,0,0,0,1,0.0,Beauty,Desktop,New,Medium
423,1,0,0,1,0.0,Home,Desktop,Returning,Medium
424,0,0,0,1,0.0,Beauty,Desktop,New,High
425,0,0,0,1,0.0,Home,Mobile,Returning,Medium
426,1,1,1,1,452.0,Beauty,Desktop,New,Medium
427,1,1,1,1,822.0,Home,Mobile,Returning,High
428,0,0,0,1,0.0,Electronics,Mobile,Returning,High
429,1,1,1,1,191.0,Fashion,Mobile,New,Medium
430,0,0,0,1,0.0,Electronics,Mobile,New,Medium
431,1,1,1,1,179.0,Electronics,Mobile,New,Medium
432,1,1,1,1,57.0,Home,Desktop,New,Low
433,1,1,1,1,525.0,Fashion,Mobile,Returning,High
434,0,0,0,1,0.0,Beauty,Desktop,Returning,Medium
435,1,1,1,1,52.0,Fashion,Mobile,New,Low
436,0,0,0,1,0.0,Electronics,Mobile,Returning,High
437,0,0,0,1,0.0,Beauty,Mobile,New,Low
438,1,0,0,1,0.0,Beauty,Mobile,Returning,Medium
439,1,1,1,1,557.0,Electronics,Mobile,New,High
440,1,1,1,1,81.0,Home,Mobile,New,Low
441,0,0,0,1,0.0,Electronics,Mobile,Returning,Medium
442,0,0,0,1,0.0,Electronics,Mobile,New,Medium
443,0,0,0,1,0.0,Fashion,Mobile,Returning,Medium
444,0,0,0,1,0.0,Home,Mobile,New,High
445,1,1,1,1,634.0,Beauty,Mobile,New,High
446,1,1,1,1,931.0,Beauty,Desktop,Returning,High
447,0,0,0,1,0.0,Home,Desktop,New,High
448,1,1,1,1,744.0,Electronics,Desktop,New,High
449,1,1,0,1,0.0,Home,Mobile,Returning,High
450,1,1,1,1,883.0,Fashion,Desktop,New,High
451,0,0,0,1,0.0,Home,Desktop,New,Medium
452,1,0,0,1,0.0,Beauty,Desktop,New,High
453,0,0,0,1,0.0,Electronics,Mobile,Returning,High
454,1,1,1,1,569.0,Fashion,Desktop,Returning,High
455,0,0,0,1,0.0,Home,Desktop,New,Medium
456,0,0,0,1,0.0,Fashion,Mobile,New,Medium
457,0,0,0,1,0.0,Beauty,Desktop,Returning,High
458,0,0,0,1,0.0,Beauty,Mobile,Returning,High
459,1,1,1,1,237.0,Electronics,Mobile,Returning,Medium
460,1,0,0,1,0.0,Fashion,Mobile,Returning,High
461,0,0,0,1,0.0,Fashion,Desktop,New,Medium
462,1,1,1,1,52.0,Fashion,Mobile,New,Low
463,0,0,0,1,0.0,Beauty,Mobile,Returning,Medium
464,1,1,1,1,424.0,Beauty,Mobile,Returning,Medium
465,0,0,0,1,0.0,Beauty,Mobile,New,High
466,1,1,1,1,966.0,Home,Mobile,New,High
467,0,0,0,1,0.0,Home,Desktop,New,High
468,1,1,1,1,965.0,Electronics,Desktop,New,High
469,0,0,0,1,0.0,Beauty,Mobile,New,Medium
470,0,0,0,1,0.0,Home,Mobile,New,High
471,1,1,1,1,94.0,Home,Mobile,Returning,Low
472,0,0,0,1,0.0,Beauty,Desktop,New,High
473,1,0,0,1,0.0,Fashion,Mobile,Returning,High
474,1,0,0,1,0.0,Electronics,Mobile,New,High
475,1,1,0,1,0.0,Home,Mobile,Returning,High
476,1,1,1,1,643.0,Home,Desktop,Returning,High
477,1,1,0,1,0.0,Beauty,Desktop,New,High
