user_id,session_id,event_time,event_type,product_id,category,price,device_type,user_type,price_bucket,event_date,event_hour
1423,34,2024-02-04 02:51:00,view,1441,Electronics,472,Mobile,New,Medium,2024-02-04,2
672,35,2024-01-25 13:06:00,view,1182,Fashion,353,Mobile,Returning,Medium,2024-01-25,13
1784,36,2024-02-03 12:48:00,view,1493,Home,19,Mobile,Returning,Low,2024-02-03,12
1227,37,2024-01-23 20:45:00,view,1508,Home,253,Mobile,New,Medium,2024-01-23,20
1172,38,2024-02-02 09:10:00,view,1655,Home,639,Mobile,Returning,High,2024-02-02,9
1496,39,2024-01-27 23:46:00,view,1333,Beauty,248,Mobile,Returning,Medium,2024-01-27,23
1679,40,2024-01-29 03:41:00,view,1483,Electronics,978,Mobile,New,High,2024-01-29,3
944,41,2024-01-03 07:25:00,view,1857,Electronics,255,Mobile,Returning,Medium,2024-01-03,7
199,42,2024-01-12 18:52:00,view,1210,Electronics,401,Mobile,Returning,Medium,2024-01-12,18
199,42,2024-01-12 18:53:00,cart,1210,Electronics,401,Mobile,Returning,Medium,2024-01-12,18
199,42,2024-01-12 18:55:00,checkout,1210,Electronics,401,Mobile,Returning,Medium,2024-01-12,18
199,42,2024-01-12 18:57:00,purchase,1210,Electronics,401,Mobile,Returning,Medium,2024-01-12,18
1941,43,2024-01-12 08:18:00,view,1619,Fashion,455,Desktop,New,Medium,2024-01-12,8
1941,43,2024-01-12 08:22:00,cart,1619,Fashion,455,Desktop,New,Medium,2024-01-12,8
1941,43,2024-01-12 08:24:00,checkout,1619,Fashion,455,Desktop,New,Medium,2024-01-12,8
1941,43,2024-01-12 08:27:00,purchase,1619,Fashion,455,Desktop,New,Medium,2024-01-12,8
1450,44,2024-01-15 17:45:00,view,1756,Fashion,749,Tablet,Returning,High,2024-01-15,17
1450,44,2024-01-15 17:49:00,cart,1756,Fashion,749,Tablet,Returning,High,2024-01-15,17
1450,44,2024-01-15 17:53:00,checkout,1756,Fashion,749,Tablet,Returning,High,2024-01-15,17
1690,45,2024-01-01 21:30:00,view,1260,Beauty,982,Tablet,Returning,High,2024-01-01,21
492,46,2024-01-09 17:56:00,view,1849,Home,95,Desktop,Returning,Low,2024-01-09,17
1912,47,2024-01-20 23:54:00,view,1709,Beauty,40,Desktop,Returning,Low,2024-01-20,23
896,48,2024-01-26 03:47:00,view,1348,Electronics,994,Desktop,New,High,2024-01-26,3
896,48,2024-01-26 03:51:00,cart,1348,Electronics,994,Desktop,New,High,2024-01-26,3
896,48,2024-01-26 03:53:00,checkout,1348,Electronics,994,Desktop,New,High,2024-01-26,3
896,48,2024-01-26 03:55:00,purchase,1348,Electronics,994,Desktop,New,High,2024-01-26,3
142,49,2024-01-09 19:12:00,view,1703,Electronics,446,Mobile,New,Medium,2024-01-09,19
1337,50,2024-01-03 23:33:00,view,1112,Beauty,932,Desktop,New,High,2024-01-03,23
1337,50,2024-01-03 23:36:00,cart,1112,Beauty,932,Desktop,New,High,2024-01-03,23
1337,50,2024-01-03 23:39:00,checkout,1112,Beauty,932,Desktop,New,High,2024-01-03,23
1337,50,2024-01-03 23:40:00,purchase,1112,Beauty,932,Desktop,New,High,2024-01-03,23
165,51,2024-01-10 06:58:00,view,1305,Fashion,198,Mobile,New,Medium,2024-01-10,6
165,51,2024-01-10 07:01:00,cart,1305,Fashion,198,Mobile,New,Medium,2024-01-10,7
165,51,2024-01-10 07:03:00,checkout,1305,Fashion,198,Mobile,New,Medium,2024-01-10,7
165,51,2024-01-10 07:05:00,purchase,1305,Fashion,198,Mobile,New,Medium,2024-01-10,7
314,52,2024-01-18 09:43:00,view,1199,Electronics,694,Mobile,Returning,High,2024-01-18,9
21,53,2024-01-30 08:02:00,view,1662,Beauty,806,Desktop,Returning,High,2024-01-30,8
21,53,2024-01-30 08:03:00,cart,1662,Beauty,806,Desktop,Returning,High,2024-01-30,8
1106,54,2024-01-27 15:28:00,view,1742,Fashion,458,Mobile,New,Medium,2024-01-27,15
1605,55,2024-01-22 22:26:00,view,1706,Fashion,310,Mobile,New,Medium,2024-01-22,22
1605,55,2024-01-22 22:28:00,cart,1706,Fashion,310,Mobile,New,Medium,2024-01-22,22
1605,55,2024-01-22 22:30:00,checkout,1706,Fashion,310,Mobile,New,Medium,2024-01-22,22
1605,55,2024-01-22 22:34:00,purchase,1706,Fashion,310,Mobile,New,Medium,2024-01-22,22
1155,56,2024-01-26 13:52:00,view,1261,Beauty,492,Desktop,Returning,Medium,2024-01-26,13
1155,56,2024-01-26 13:56:00,cart,1261,Beauty,492,Desktop,Returning,Medium,2024-01-26,13
1623,57,2024-01-12 10:04:00,view,1210,Electronics,521,Mobile,New,High,2024-01-12,10
1754,58,2024-01-23 03:43:00,view,1252,Beauty,726,Mobile,New,High,2024-01-23,3
1754,58,2024-01-23 03:46:00,cart,1252,Beauty,726,Mobile,New,High,2024-01-23,3
1957,59,2024-01-14 09:19:00,view,1045,Home,711,Desktop,Returning,High,2024-01-14,9
984,60,2024-01-31 08:18:00,view,1714,Fashion,314,Desktop,New,Medium,2024-01-31,8
305,61,2024-01-27 06:20:00,view,1720,Electronics,254,Mobile,Returning,Medium,2024-01-27,6
1939,62,2024-01-05 01:27:00,view,1382,Beauty,848,Mobile,New,High,2024-01-05,1
371,63,2024-01-24 12:54:00,view,1216,Beauty,10,Mobile,New,Low,2024-01-24,12
371,63,2024-01-24 12:55:00,cart,1216,Beauty,10,Mobile,New,Low,2024-01-24,12
1881,64,2024-01-20 04:14:00,view,1626,Beauty,39,Desktop,Returning,Low,2024-01-20,4
853,65,2024-01-10 18:03:00,view,1491,Fashion,284,Mobile,New,Medium,2024-01-10,18
853,65,2024-01-10 18:07:00,cart,1491,Fashion,284,Mobile,New,Medium,2024-01-10,18
853,65,2024-01-10 18:10:00,checkout,1491,Fashion,284,Mobile,New,Medium,2024-01-10,18
853,65,2024-01-10 18:11:00,purchase,1491,Fashion,284,Mobile,New,Medium,2024-01-10,18
384,66,2024-01-10 09:53:00,view,1612,Beauty,599,Mobile,Returning,High,2024-01-10,9
1932,67,2024-01-17 08:13:00,view,1038,Beauty,551,Mobile,New,High,2024-01-17,8
1932,67,2024-01-17 08:17:00,cart,1038,Beauty,551,Mobile,New,High,2024-01-17,8
1932,67,2024-01-17 08:20:00,checkout,1038,Beauty,551,Mobile,New,High,2024-01-17,8
1932,67,2024-01-17 08:23:00,purchase,1038,Beauty,551,Mobile,New,High,2024-01-17,8
445,68,2024-01-29 17:29:00,view,1044,Home,932,Mobile,Returning,High,2024-01-29,17
445,68,2024-01-29 17:32:00,cart,1044,Home,932,Mobile,Returning,High,2024-01-29,17
445,68,2024-01-29 17:34:00,checkout,1044,Home,932,Mobile,Returning,High,2024-01-29,17
445,68,2024-01-29 17:36:00,purchase,1044,Home,932,Mobile,Returning,High,2024-01-29,17
425,69,2024-01-13 17:26:00,view,1113,Fashion,631,Tablet,New,High,2024-01-13,17
425,69,2024-01-13 17:28:00,cart,1113,Fashion,631,Tablet,New,High,2024-01-13,17
161,70,2024-02-01 15:49:00,view,1359,Electronics,710,Mobile,New,High,2024-02-01,15
161,70,2024-02-01 15:51:00,cart,1359,Electronics,710,Mobile,New,High,2024-02-01,15
161,70,2024-02-01 15:54:00,checkout,1359,Electronics,710,Mobile,New,High,2024-02-01,15
161,70,2024-02-01 15:58:00,purchase,1359,Electronics,710,Mobile,New,High,2024-02-01,15
1202,71,2024-01-28 12:35:00,view,1882,Electronics,863,Desktop,New,High,2024-01-28,12
1202,71,2024-01-28 12:38:00,cart,1882,Electronics,863,Desktop,New,High,2024-01-28,12
1202,71,2024-01-28 12:40:00,checkout,1882,Electronics,863,Desktop,New,High,2024-01-28,12
1202,71,2024-01-28 12:43:00,purchase,1882,Electronics,863,Desktop,New,High,2024-01-28,12
629,72,2024-01-04 17:35:00,view,1319,Electronics,726,Mobile,New,High,2024-01-04,17
629,72,2024-01-04 17:38:00,cart,1319,Electronics,726,Mobile,New,High,2024-01-04,17
1732,73,2024-01-22 03:00:00,view,1565,Beauty,946,Desktop,Returning,High,2024-01-22,3
1732,73,2024-01-22 03:02:00,cart,1565,Beauty,946,Desktop,Returning,High,2024-01-22,3
1732,73,2024-01-22 03:06:00,checkout,1565,Beauty,946,Desktop,Returning,High,2024-01-22,3
1732,73,2024-01-22 03:08:00,purchase,1565,Beauty,946,Desktop,Returning,High,2024-01-22,3
895,74,2024-01-23 04:22:00,view,1191,Fashion,252,Desktop,Returning,Medium,2024-01-23,4
895,74,2024-01-23 04:26:00,cart,1191,Fashion,252,Desktop,Returning,Medium,2024-01-23,4
895,74,2024-01-23 04:29:00,checkout,1191,Fashion,252,Desktop,Returning,Medium,2024-01-23,4
490,75,2024-02-01 19:18:00,view,1148,Home,951,Mobile,Returning,High,2024-02-01,19
1017,76,2024-01-18 08:44:00,view,1734,Electronics,529,Mobile,New,High,2024-01-18,8
1017,76,2024-01-18 08:45:00,cart,1734,Electronics,529,Mobile,New,High,2024-01-18,8
1017,76,2024-01-18 08:47:00,checkout,1734,Electronics,529,Mobile,New,High,2024-01-18,8
1017,76,2024-01-18 08:50:00,purchase,1734,Electronics,529,Mobile,New,High,2024-01-18,8
327,77,2024-01-04 16:36:00,view,1307,Fashion,122,Mobile,New,Medium,2024-01-04,16
327,77,2024-01-04 16:38:00,cart,1307,Fashion,122,Mobile,New,Medium,2024-01-04,16
327,77,2024-01-04 16:39:00,checkout,1307,Fashion,122,Mobile,New,Medium,2024-01-04,16
598,78,2024-01-01 02:36:00,view,1030,Fashion,251,Desktop,New,Medium,2024-01-01,2
598,78,2024-01-01 02:38:00,cart,1030,Fashion,251,Desktop,New,Medium,2024-01-01,2
598,78,2024-01-01 02:41:00,checkout,1030,Fashion,251,Desktop,New,Medium,2024-01-01,2
1015,79,2024-01-26 09:19:00,view,1058,Electronics,960,Mobile,Returning,High,2024-01-26,9
1015,79,2024-01-26 09:21:00,cart,1058,Electronics,960,Mobile,Returning,High,2024-01-26,9
289,80,2024-02-03 01:03:00,view,1802,Fashion,687,Desktop,New,High,2024-02-03,1
289,80,2024-02-03 01:04:00,cart,1802,Fashion,687,Desktop,New,High,2024-02-03,1
289,80,2024-02-03 01:05:00,checkout,1802,Fashion,687,Desktop,New,High,2024-02-03,1
593,81,2024-01-16 13:07:00,view,1689,Fashion,677,Desktop,New,High,2024-01-16,13
593,81,2024-01-16 13:10:00,cart,1689,Fashion,677,Desktop,New,High,2024-01-16,13
593,81,2024-01-16 13:13:00,checkout,1689,Fashion,677,Desktop,New,High,2024-01-16,13
593,81,2024-01-16 13:17:00,purchase,1689,Fashion,677,Desktop,New,High,2024-01-16,13
1688,82,2024-01-14 01:17:00,view,1777,Electronics,515,Desktop,New,High,2024-01-14,1
1688,82,2024-01-14 01:21:00,cart,1777,Electronics,515,Desktop,New,High,2024-01-14,1
1688,82,2024-01-14 01:24:00,checkout,1777,Electronics,515,Desktop,New,High,2024-01-14,1
1597,83,2024-01-25 09:48:00,view,1282,Electronics,650,Desktop,New,High,2024-01-25,9
573,84,2024-01-05 13:52:00,view,1008,Electronics,39,Mobile,New,Low,2024-01-05,13
573,84,2024-01-05 13:53:00,cart,1008,Electronics,39,Mobile,New,Low,2024-01-05,13
1378,85,2024-01-06 20:58:00,view,1816,Home,435,Mobile,New,Medium,2024-01-06,20
28,86,2024-01-06 18:42:00,view,1690,Electronics,600,Mobile,New,High,2024-01-06,18
954,87,2024-01-04 21:42:00,view,1726,Beauty,453,Desktop,Returning,Medium,2024-01-04,21
954,87,2024-01-04 21:45:00,cart,1726,Beauty,453,Desktop,Returning,Medium,2024-01-04,21
43,88,2024-01-17 10:22:00,view,1989,Home,465,Desktop,New,Medium,2024-01-17,10
43,88,2024-01-17 10:25:00,cart,1989,Home,465,Desktop,New,Medium,2024-01-17,10
43,88,2024-01-17 10:27:00,checkout,1989,Home,465,Desktop,New,Medium,2024-01-17,10
43,88,2024-01-17 10:30:00,purchase,1989,Home,465,Desktop,New,Medium,2024-01-17,10
1705,89,2024-01-02 21:39:00,view,1610,Fashion,856,Desktop,New,High,2024-01-02,21
423,90,2024-01-14 10:13:00,view,1461,Home,170,Mobile,New,Medium,2024-01-14,10
1622,91,2024-01-07 09:49:00,view,1240,Fashion,126,Mobile,New,Medium,2024-01-07,9
177,92,2024-02-03 15:43:00,view,1975,Home,571,Desktop,Returning,High,2024-02-03,15
177,92,2024-02-03 15:45:00,cart,1975,Home,571,Desktop,Returning,High,2024-02-03,15
529,93,2024-01-09 19:04:00,view,1651,Electronics,741,Mobile,New,High,2024-01-09,19
529,93,2024-01-09 19:08:00,cart,1651,Electronics,741,Mobile,New,High,2024-01-09,19
529,93,2024-01-09 19:12:00,checkout,1651,Electronics,741,Mobile,New,High,2024-01-09,19
1634,94,2024-01-07 11:24:00,view,1043,Beauty,91,Mobile,Returning,Low,2024-01-07,11
1634,94,2024-01-07 11:26:00,cart,1043,Beauty,91,Mobile,Returning,Low,2024-01-07,11
1634,94,2024-01-07 11:29:00,checkout,1043,Beauty,91,Mobile,Returning,Low,2024-01-07,11
1634,94,2024-01-07 11:31:00,purchase,1043,Beauty,91,Mobile,Returning,Low,2024-01-07,11
966,95,2024-01-09 07:43:00,view,1000,Beauty,574,Desktop,New,High,2024-01-09,7
966,95,2024-01-09 07:46:00,cart,1000,Beauty,574,Desktop,New,High,2024-01-09,7
966,95,2024-01-09 07:49:00,checkout,1000,Beauty,574,Desktop,New,High,2024-01-09,7
1518,96,2024-01-14 02:50:00,view,1577,Home,520,Mobile,Returning,High,2024-01-14,2
1518,96,2024-01-14 02:51:00,cart,1577,Home,520,Mobile,Returning,High,2024-01-14,2
1518,96,2024-01-14 02:53:00,checkout,1577,Home,520,Mobile,Returning,High,2024-01-14,2
1518,96,2024-01-14 02:55:00,purchase,1577,Home,520,Mobile,Returning,High,2024-01-14,2
198,97,2024-01-22 00:16:00,view,1755,Home,32,Mobile,Returning,Low,2024-01-22,0
198,97,2024-01-22 00:19:00,cart,1755,Home,32,Mobile,Returning,Low,2024-01-22,0
610,98,2024-01-16 03:49:00,view,1380,Electronics,157,Mobile,Returning,Medium,2024-01-16,3
610,98,2024-01-16 03:51:00,cart,1380,Electronics,157,Mobile,Returning,Medium,2024-01-16,3
610,98,2024-01-16 03:52:00,checkout,1380,Electronics,157,Mobile,Returning,Medium,2024-01-16,3
610,98,2024-01-16 03:54:00,purchase,1380,Electronics,157,Mobile,Returning,Medium,2024-01-16,3
1601,99,2024-01-13 18:01:00,view,1995,Home,932,Mobile,New,High,2024-01-13,18
842,100,2024-02-03 22:54:00,view,1260,Electronics,707,Tablet,Returning,High,2024-02-03,22
842,100,2024-02-03 22:55:00,cart,1260,Electronics,707,Tablet,Returning,High,2024-02-03,22
853,101,2024-01-08 13:11:00,view,1009,Electronics,989,Mobile,New,High,2024-01-08,13
853,101,2024-01-08 13:12:00,cart,1009,Electronics,989,Mobile,New,High,2024-01-08,13
853,101,2024-01-08 13:13:00,checkout,1009,Electronics,989,Mobile,New,High,2024-01-08,13
853,101,2024-01-08 13:14:00,purchase,1009,Electronics,989,Mobile,New,High,2024-01-08,13
1541,102,2024-01-15 15:30:00,view,1791,Fashion,118,Mobile,Returning,Medium,2024-01-15,15
1538,103,2024-01-19 13:03:00,view,1362,Electronics,338,Mobile,Returning,Medium,2024-01-19,13
1538,103,2024-01-19 13:04:00,cart,1362,Electronics,338,Mobile,Returning,Medium,2024-01-19,13
1538,103,2024-01-19 13:06:00,checkout,1362,Electronics,338,Mobile,Returning,Medium,2024-01-19,13
1538,103,2024-01-19 13:07:00,purchase,1362,Electronics,338,Mobile,Returning,Medium,2024-01-19,13
22,104,2024-01-11 05:51:00,view,1570,Electronics,823,Desktop,New,High,2024-01-11,5
22,104,2024-01-11 05:54:00,cart,1570,Electronics,823,Desktop,New,High,2024-01-11,5
1136,105,2024-01-31 07:49:00,view,1864,Electronics,689,Mobile,New,High,2024-01-31,7
1136,105,2024-01-31 07:51:00,cart,1864,Electronics,689,Mobile,New,High,2024-01-31,7
1136,105,2024-01-31 07:55:00,checkout,1864,Electronics,689,Mobile,New,High,2024-01-31,7
1136,105,2024-01-31 07:59:00,purchase,1864,Electronics,689,Mobile,New,High,2024-01-31,7
1081,106,2024-02-01 19:00:00,view,1296,Home,605,Mobile,Returning,High,2024-02-01,19
1090,107,2024-02-03 09:34:00,view,1624,Fashion,987,Mobile,New,High,2024-02-03,9
842,108,2024-01-01 23:41:00,view,1447,Fashion,255,Mobile,Returning,Medium,2024-01-01,23
842,108,2024-01-01 23:45:00,cart,1447,Fashion,255,Mobile,Returning,Medium,2024-01-01,23
98,109,2024-01-14 00:30:00,view,1036,Home,895,Mobile,New,High,2024-01-14,0
98,109,2024-01-14 00:33:00,cart,1036,Home,895,Mobile,New,High,2024-01-14,0
98,109,2024-01-14 00:36:00,checkout,1036,Home,895,Mobile,New,High,2024-01-14,0
98,109,2024-01-14 00:37:00,purchase,1036,Home,895,Mobile,New,High,2024-01-14,0
1168,110,2024-01-14 16:19:00,view,1855,Electronics,839,Desktop,New,High,2024-01-14,16
1904,111,2024-01-19 10:59:00,view,1198,Home,374,Desktop,New,Medium,2024-01-19,10
1904,111,2024-01-19 11:00:00,cart,1198,Home,374,Desktop,New,Medium,2024-01-19,11
1904,111,2024-01-19 11:02:00,checkout,1198,Home,374,Desktop,New,Medium,2024-01-19,11
435,112,2024-01-12 04:00:00,view,1086,Beauty,41,Mobile,New,Low,2024-01-12,4
435,112,2024-01-12 04:04:00,cart,1086,Beauty,41,Mobile,New,Low,2024-01-12,4
435,112,2024-01-12 04:08:00,checkout,1086,Beauty,41,Mobile,New,Low,2024-01-12,4
637,113,2024-01-12 05:52:00,view,1539,Fashion,925,Mobile,New,High,2024-01-12,5
637,113,2024-01-12 05:55:00,cart,1539,Fashion,925,Mobile,New,High,2024-01-12,5
1703,114,2024-01-13 15:03:00,view,1166,Fashion,893,Desktop,New,High,2024-01-13,15
1703,114,2024-01-13 15:05:00,cart,1166,Fashion,893,Desktop,New,High,2024-01-13,15
1703,114,2024-01-13 15:08:00,checkout,1166,Fashion,893,Desktop,New,High,2024-01-13,15
1703,114,2024-01-13 15:09:00,purchase,1166,Fashion,893,Desktop,New,High,2024-01-13,15
1110,115,2024-01-27 18:35:00,view,1982,Beauty,126,Mobile,New,Medium,2024-01-27,18
1110,115,2024-01-27 18:38:00,cart,1982,Beauty,126,Mobile,New,Medium,2024-01-27,18
1110,115,2024-01-27 18:40:00,checkout,1982,Beauty,126,Mobile,New,Medium,2024-01-27,18
588,116,2024-01-04 23:16:00,view,1962,Home,125,Desktop,New,Medium,2024-01-04,23
588,116,2024-01-04 23:20:00,cart,1962,Home,125,Desktop,New,Medium,2024-01-04,23
344,117,2024-01-22 11:42:00,view,1809,Beauty,726,Mobile,New,High,2024-01-22,11
344,117,2024-01-22 11:44:00,cart,1809,Beauty,726,Mobile,New,High,2024-01-22,11
344,117,2024-01-22 11:45:00,checkout,1809,Beauty,726,Mobile,New,High,2024-01-22,11
344,117,2024-01-22 11:49:00,purchase,1809,Beauty,726,Mobile,New,High,2024-01-22,11
1960,118,2024-01-14 16:33:00,view,1782,Electronics,474,Desktop,Returning,Medium,2024-01-14,16
1960,118,2024-01-14 16:37:00,cart,1782,Electronics,474,Desktop,Returning,Medium,2024-01-14,16
1960,118,2024-01-14 16:40:00,checkout,1782,Electronics,474,Desktop,Returning,Medium,2024-01-14,16
1960,118,2024-01-14 16:44:00,purchase,1782,Electronics,474,Desktop,Returning,Medium,2024-01-14,16
1318,119,2024-01-11 10:34:00,view,1307,Home,235,Desktop,Returning,Medium,2024-01-11,10
1318,119,2024-01-11 10:36:00,cart,1307,Home,235,Desktop,Returning,Medium,2024-01-11,10
1318,119,2024-01-11 10:37:00,checkout,1307,Home,235,Desktop,Returning,Medium,2024-01-11,10
1980,120,2024-01-22 23:27:00,view,1150,Electronics,166,Desktop,Returning,Medium,2024-01-22,23
571,121,2024-01-12 16:04:00,view,1111,Beauty,542,Desktop,New,High,2024-01-12,16
571,121,2024-01-12 16:07:00,cart,1111,Beauty,542,Desktop,New,High,2024-01-12,16
571,121,2024-01-12 16:08:00,checkout,1111,Beauty,542,Desktop,New,High,2024-01-12,16
1674,122,2024-01-02 15:53:00,view,1589,Fashion,411,Mobile,Returning,Medium,2024-01-02,15
1674,122,2024-01-02 15:57:00,cart,1589,Fashion,411,Mobile,Returning,Medium,2024-01-02,15
1674,122,2024-01-02 16:01:00,checkout,1589,Fashion,411,Mobile,Returning,Medium,2024-01-02,16
611,123,2024-01-17 11:51:00,view,1035,Fashion,664,Desktop,New,High,2024-01-17,11
1728,124,2024-01-13 04:31:00,view,1031,Beauty,735,Mobile,Returning,High,2024-01-13,4
1728,124,2024-01-13 04:33:00,cart,1031,Beauty,735,Mobile,Returning,High,2024-01-13,4
243,125,2024-01-06 13:30:00,view,1934,Fashion,772,Mobile,Returning,High,2024-01-06,13
1855,126,2024-01-18 23:05:00,view,1001,Electronics,704,Desktop,Returning,High,2024-01-18,23
561,127,2024-01-09 17:41:00,view,1924,Home,768,Desktop,Returning,High,2024-01-09,17
960,128,2024-01-15 16:57:00,view,1834,Fashion,389,Desktop,Returning,Medium,2024-01-15,16
960,128,2024-01-15 16:58:00,cart,1834,Fashion,389,Desktop,Returning,Medium,2024-01-15,16
960,128,2024-01-15 17:00:00,checkout,1834,Fashion,389,Desktop,Returning,Medium,2024-01-15,17
960,128,2024-01-15 17:04:00,purchase,1834,Fashion,389,Desktop,Returning,Medium,2024-01-15,17
32,129,2024-01-15 18:50:00,view,1812,Fashion,480,Mobile,New,Medium,2024-01-15,18
32,129,2024-01-15 18:52:00,cart,1812,Fashion,480,Mobile,New,Medium,2024-01-15,18
